date,make,model,year,transmission,fuel_type,mileage,region,sale_amount
2022-06-09,Audi,A3,2016,Manual,Diesel,90322,Connacht,14000
2022-11-07,Audi,Q3,2018,Manual,Diesel,21179,Leinster,22400
2022-10-30,Audi,Q3,2022,Manual,Petrol,1200,Munster,44100
2022-11-04,Audi,Q5,2021,Semi-Auto,Petrol,7635,Leinster,51800
2023-03-28,Audi,A5,2013,Automatic,Diesel,41627,Connacht,15000
2022-05-09,Audi,Q5,2018,Automatic,Diesel,79057,Ulster,21600
2022-08-14,Audi,A4,2018,Semi-Auto,Diesel,25515,Leinster,28000
2022-07-19,Audi,A1,2015,Manual,P,38336,Munster,8600
2022-06-05,Audi,Q2,2021,Auto,Petrol,2908,Leinster,36300
2022-12-28,Audi,Q3,2019,Manual,Diesel,39751,Leinster,23400
2023-02-16,Audi,A3,2020,Semi-Auto,Petrol,8221,Leinster,24800
2022-09-12,Audi,A4,2021,Manual,Petrol,2625,Munster,32000
2023-01-08,Audi,A1,2022,Semi-Auto,Petrol,4000,Ulster,37100
2022-07-22,Audi,Q2,2021,Automatic,Petrol,3600,Leinster,34800
2023-03-05,Audi,Q3,2018,Manual,Diesel,20286,Connacht,23400
2022-07-14,Audi,A3,2017,Automatic,P,70766,Leinster,18100
2022-11-18,Audi,A3,2018,Semi-Auto,Diesel,45600,Munster,15400
2022-11-13,Audi,A4,2022,Semi-Auto,Electric,5100,Connacht,61600
2022-05-12,Audi,A3,2018,Manual,Diesel,10750,Leinster,25100
2022-08-26,Audi,A4,2018,Manual,Petrol,29549,Munster,17200
2022-12-01,Audi,Q3,2018,Semi-Auto,Petrol,23821,Munster,24900
2022-05-05,Audi,A1,2017,Automatic,Petrol,16099,Leinster,19600
2022-09-02,Audi,A3,2021,Manual,Electric,5914,Connacht,21600
2023-01-24,Audi,A1,2022,Manual,Petrol,4400,Connacht,25300
2022-06-06,Audi,A1,2021,Manual,P,4800,Connacht,28800
2022-05-29,Audi,A3,2019,Manual,Diesel,19017,Munster,22800
2023-01-11,Audi,A5,2022,Automatic,Electric,4973,Munster,46000
2022-05-25,Audi,Q3,2021,Semi-Auto,Petrol,3698,Leinster,52100
2022-08-12,Audi,Q5,2021,Semi-Auto,Electric,4580,Leinster,44100
2022-06-22,Audi,A1,2018,Manual,Diesel,60695,Leinster,10200
2023-01-08,Audi,Q3,2021,Automatic,Petrol,6013,Munster,48000
2023-03-14,Audi,A1,2021,Semi-Auto,Petrol,6600,Munster,28000
2022-06-25,Audi,A6,2021,Automatic,Electric,6600,Connacht,33600
2022-05-09,Audi,Q3,2016,Manual,Diesel,46171,Munster,16400
2022-06-23,Audi,A3,2021,Semi-Auto,Electric,6619,Connacht,29800
2023-01-09,Audi,A1,2018,Automatic,D,9059,Leinster,16800
2022-09-05,Audi,Q3,2021,Manual,Petrol,6000,Leinster,32500
2022-11-26,Audi,Q3,2018,Manual,Diesel,22946,Connacht,27000
2022-09-30,Audi,A6,2018,Semi-Auto,Diesel,62100,Leinster,20400
2022-07-03,Audi,A1,2018,Manual,Petrol,43000,Ulster,14400
2022-07-26,Audi,A1,2022,Semi-Auto,Petrol,2200,Connacht,25200
2022-07-16,Audi,A4,2021,Manual,Electric,4190,Connacht,31700
2022-09-04,Audi,A5,2017,Manual,Diesel,40281,Connacht,14400
2022-11-10,Audi,A3,2017,Manual,Diesel,143000,Munster,8800
2022-10-11,Audi,Q2,2021,Manual,Diesel,1422,Ulster,28300
2023-02-21,Audi,Q3,2018,Automatic,Diesel,49732,Ulster,22800
2023-02-28,Audi,A3,2021,Semi-Auto,Petrol,4500,Leinster,42200
2023-02-21,Audi,Q2,2021,Manual,Electric,1000,Munster,25800
2022-07-06,Audi,A1,2018,Manual,Diesel,22022,Munster,13200
2022-07-28,Audi,A3,2017,Manual,Diesel,105058,Leinster,11900
2022-05-28,Audi,A4,2019,Semi-Auto,P,14995,Connacht,23400
2023-01-15,Audi,A3,2022,Manual,Electric,5500,Munster,25200
2022-05-21,Audi,Q5,2022,Semi-Auto,P,1350,Connacht,56000
2022-06-24,Audi,A3,2019,Manual,Petrol,31695,Munster,19200
2023-03-12,Audi,A3,2018,Manual,Petrol,15212,Leinster,17300
2023-04-26,Audi,Q3,2018,Automatic,Diesel,47092,Leinster,25200
2022-08-24,Audi,A1,2019,Manual,Petrol,29515,Munster,14800
2022-05-04,Audi,A3,2018,Automatic,Petrol,34059,Connacht,18900
2022-05-25,Audi,A1,2019,Manual,Petrol,10472,Connacht,13800
2022-07-01,Audi,Q5,2018,Automatic,Diesel,40234,Leinster,44800
2022-11-17,Audi,A3,2018,Manual,Diesel,21443,Munster,15000
2022-11-09,Audi,A4,2018,Manual,Diesel,11666,Ulster,18700
2022-10-26,Audi,A6,2018,Semi-Auto,Diesel,15384,Munster,26900
2022-09-27,Audi,Q2,2019,Automatic,Petrol,17108,Leinster,26500
2023-02-15,Audi,A5,2021,Automatic,E,5067,Munster,42800
2023-02-10,Audi,Q2,2019,Manual,Petrol,16688,Leinster,25200
2023-04-20,Audi,Q5,2021,Semi-Auto,Petrol,19260,Leinster,49800
2022-06-28,Audi,Q2,2019,Semi-Auto,Petrol,14138,Leinster,24900
2023-02-13,Audi,A3,2019,Manual,Diesel,19700,Connacht,21600
2022-07-31,Audi,A1,2017,Semi-Auto,Petrol,31950,Munster,17500
2022-10-14,Audi,A3,2017,Manual,Diesel,21900,Connacht,18600
2022-05-30,Audi,A1,2018,Manual,Petrol,9600,Leinster,15600
2022-09-12,Audi,A3,2021,Automatic,Petrol,5116,Munster,26600
2022-06-09,Audi,A3,2021,Semi-Auto,Diesel,6105,Leinster,33600
2022-11-25,Audi,Q5,2021,Automatic,Diesel,10946,Munster,41900
2022-05-31,Audi,A3,2016,Manual,Diesel,33600,Leinster,15000
2022-07-11,Audi,Q3,2019,Semi-Auto,Petrol,8502,Leinster,31200
2022-07-28,Audi,Q3,2021,Automatic,Petrol,3102,Leinster,53000
2022-12-05,Audi,A1,2021,Semi-Auto,Petrol,11000,Leinster,23300
2022-08-18,Audi,A1,2021,Manual,Petrol,1721,Munster,25800
2022-06-01,Audi,A4,2018,Manual,Petrol,42210,Ulster,20400
2022-08-01,Audi,A5,2021,Automatic,Electric,1006,Ulster,32300
2022-09-09,Audi,A4,2021,Automatic,Diesel,11001,Munster,31100
2023-03-27,Audi,Q3,2021,Manual,P,3500,Munster,30000
2023-04-06,Audi,A3,2019,Manual,P,22455,Leinster,16800
2023-03-13,Audi,A3,2017,Semi-Auto,Diesel,39413,Munster,18600
2023-02-23,Audi,A1,2021,Semi-Auto,Petrol,8100,Munster,29400
2022-12-01,Audi,A1,2019,Manual,Diesel,32614,Connacht,15200
2022-06-10,Audi,A4,2020,Manual,Petrol,24084,Connacht,21800
2022-09-18,Audi,Q2,2021,Manual,E,7801,Munster,33100
2022-05-01,Audi,A3,2016,Semi-Auto,Petrol,40807,Leinster,13800
2023-04-19,Audi,A3,2018,Automatic,,65520,Ulster,18200
2022-12-23,Audi,Q3,2017,Automatic,Petrol,25221,Leinster,22100
2022-11-24,Audi,A1,2018,Manual,Petrol,10714,Munster,21700
2023-04-09,Audi,A1,2016,Manual,Petrol,56596,Leinster,10800
2022-07-23,Audi,A4,2018,Automatic,Diesel,53287,Connacht,23800
2022-07-16,Audi,A3,2021,Semi-Auto,Diesel,3777,Connacht,32600
2022-08-05,Audi,A4,2019,Manual,Diesel,12215,Leinster,23700
2023-04-04,Audi,A1,2017,Manual,Diesel,27352,Ulster,12600
2023-01-06,Audi,Q2,2019,Semi-Auto,Diesel,18140,Leinster,22700
2022-07-05,Audi,A3,2017,Manual,Diesel,51318,Leinster,12900
2023-02-15,Audi,Q2,2020,Manual,Electric,14182,Leinster,21600
2022-10-17,Audi,A1,2019,Manual,Petrol,16608,Connacht,17200
2022-10-27,Audi,Q3,2018,,Diesel,30329,Munster,23100
2022-08-28,Audi,A4,2021,Semi-Auto,Diesel,4437,Munster,56600
2023-01-31,Audi,A1,2021,Semi-Auto,Petrol,9000,Connacht,26400
2022-12-04,Audi,A1,2021,Manual,Petrol,7200,Connacht,24700
2023-02-15,Audi,A1,2018,Manual,Diesel,43754,Leinster,11800
2023-02-19,Audi,A4,2018,Manual,D,43099,Leinster,19800
2022-11-26,Audi,Q5,2020,Semi-Auto,Electric,5092,Leinster,43900
2022-07-21,Audi,Q2,2020,Manual,Petrol,9435,Connacht,25300
2022-08-13,Audi,A4,2019,Automatic,Diesel,33585,Leinster,19200
2022-09-14,Audi,A4,2019,Semi-Auto,Petrol,11586,Leinster,26400
2023-03-30,Audi,A6,2016,Manual,Diesel,34968,Leinster,16200
2023-04-06,Audi,Q3,2019,Semi-Auto,D,29028,Connacht,27300
2023-02-13,Audi,A3,2018,Manual,Diesel,47805,Connacht,14700
2023-04-02,Audi,A1,2019,Manual,Petrol,25157,Ulster,15100
2023-01-13,Audi,Q5,2017,Automatic,Diesel,33714,Ulster,32400
2022-05-10,Audi,Q3,2020,Semi-Auto,Petrol,17190,Leinster,31200
2023-03-23,Audi,A6,2021,Automatic,Electric,14400,Connacht,36400
2022-09-16,Audi,Q3,2021,Manual,Petrol,4529,Munster,31800
2022-05-02,Audi,A5,2021,Semi-Auto,Electric,5700,Connacht,34700
2022-06-08,Audi,Q2,2021,Manual,Petrol,5330,Connacht,28800
2023-02-02,Audi,A4,2017,Manual,Diesel,82956,Munster,15600
2023-01-31,Audi,A3,2016,Semi-Auto,Petrol,48588,Leinster,16300
2022-08-11,Audi,A4,2021,Semi-Auto,Electric,3838,Munster,54500
2023-01-02,Audi,Q3,2017,Manual,D,109549,Connacht,17500
2022-07-15,Audi,A3,2018,Manual,Diesel,26991,Ulster,19200
2023-01-17,Audi,A3,2018,Semi-Auto,D,42334,Connacht,21400
2022-05-09,Audi,A3,2018,Automatic,P,35913,Leinster,20700
2022-07-06,Audi,A3,2018,Manual,Petrol,-1,Connacht,18500
2022-10-16,Audi,A5,2022,Semi-Auto,Electric,2029,Ulster,57400
2022-08-25,Audi,A3,2019,Manual,Petrol,8936,Connacht,18000
2022-09-29,Audi,A1,2019,Semi-Auto,Petrol,8637,Ulster,17400
2022-07-26,Audi,A1,2022,Automatic,Electric,1265,Leinster,34700
2022-10-20,Audi,Q3,2021,Manual,E,1037,Munster,32400
2022-05-28,Audi,A3,2021,Semi-Auto,Petrol,6504,Connacht,45500
2022-09-09,Audi,A3,2019,Manual,Petrol,24719,Connacht,14300
2022-05-26,Audi,A4,2014,Manual,Diesel,105600,Ulster,11200
2022-08-19,Audi,A4,2021,Automatic,Electric,4050,Munster,32200
2022-08-09,Audi,A4,2019,Automatic,Petrol,19186,Leinster,27200
2023-01-07,Audi,A4,2018,Manual,Diesel,21518,Munster,19800
2022-07-13,Audi,A6,2018,Semi-Auto,Diesel,20532,Connacht,35000
2023-02-24,Audi,A6,2018,Manual,Diesel,26740,Leinster,19300
2022-10-29,Audi,A4,2021,Automatic,Petrol,3390,Munster,40600
2023-02-08,Audi,A6,2021,Semi-Auto,Petrol,5200,Leinster,43000
2022-10-26,Audi,A3,2021,Manual,Electric,4620,Leinster,27100
2023-01-07,Audi,A4,2021,Semi-Auto,Electric,5109,Munster,33600
2023-01-03,Audi,A3,2018,Manual,Petrol,17889,Munster,23100
2022-09-24,Audi,A4,2021,Semi-Auto,Petrol,7154,Connacht,31200
2022-06-19,Audi,Q2,2021,Semi-Auto,Petrol,12889,Connacht,27600
2023-02-24,Audi,Q5,2021,Semi-Auto,E,4167,Leinster,67200
2022-06-24,Audi,Q5,2018,Semi-Auto,Diesel,20691,Leinster,26400
2022-08-06,Audi,A1,2018,Manual,Petrol,48090,Leinster,16800
2022-08-01,Audi,A5,2021,Automatic,Petrol,10706,Munster,32000
2022-10-21,Audi,Q3,2021,Manual,Electric,6034,Connacht,35100
2023-01-28,Audi,Q3,2021,Manual,Electric,3055,Leinster,41600
2022-10-16,Audi,Q5,2017,Automatic,Diesel,21200,Ulster,30000
2022-05-20,Audi,A6,2021,Semi-Auto,Diesel,5831,Ulster,49000
2023-03-21,Audi,A6,2016,Semi-Auto,Diesel,84000,Munster,15200
2022-06-24,Audi,Q3,2022,Semi-Auto,Petrol,2401,Munster,44300
2023-03-07,Audi,A4,2018,Semi-Auto,Petrol,8800,Connacht,23700
2022-12-31,Audi,Q5,2021,Semi-Auto,Electric,4994,Connacht,75500
2022-09-10,Audi,Q3,2019,Manual,Diesel,23103,Connacht,25900
2023-03-29,Audi,A6,2016,Automatic,Diesel,102000,Leinster,16800
2022-12-03,Audi,A3,2013,Manual,Diesel,95509,Munster,6600
2023-02-07,Audi,Q3,2018,Manual,Diesel,28211,Connacht,20800
2022-07-24,Audi,A5,2018,Semi-Auto,P,24646,Leinster,30800
2022-11-20,Audi,A3,2018,Manual,Diesel,37036,Connacht,16500
2022-10-07,Audi,A4,2017,Automatic,Diesel,25809,Leinster,18900
2023-01-30,Audi,A3,2017,Manual,Petrol,107107,Leinster,13000
2023-04-27,Audi,A1,2018,Manual,Petrol,37300,Connacht,12300
2022-07-29,Audi,A4,2021,Automatic,Electric,5345,Leinster,36300
2022-11-19,Audi,A6,2018,Semi-Auto,Diesel,68607,Ulster,18600
2023-01-12,Audi,Q2,2021,Semi-Auto,Petrol,3675,Connacht,32900
2023-01-13,Audi,A5,2021,Semi-Auto,Electric,6500,Connacht,36800
2022-09-15,Audi,Q2,2021,Manual,,4499,Connacht,32800
2023-02-24,Audi,Q5,2021,Semi-Auto,Electric,4736,Connacht,46800
2023-01-16,Audi,Q5,2022,Automatic,E,3164,Leinster,48800
2023-01-01,Audi,A6,2017,Manual,Diesel,46110,Connacht,20100
2022-10-03,Audi,A4,2021,Automatic,Electric,1600,Ulster,37000
2022-05-21,Audi,A1,2018,Semi-Auto,P,11953,Leinster,19400
2022-07-17,Audi,A6,2021,Semi-Auto,Electric,5850,Connacht,54600
2023-04-28,Audi,A3,2019,Manual,Petrol,10141,Connacht,21000
2023-01-01,Audi,A1,2018,Manual,Petrol,17898,Leinster,16400
2022-05-31,Audi,A3,2021,Semi-Auto,Petrol,10879,Leinster,29200
2022-10-26,Audi,A3,2017,Manual,Diesel,47695,Leinster,15000
2023-03-21,Audi,A5,2021,Automatic,Petrol,8250,Ulster,35400
2022-06-17,Audi,Q2,2021,Automatic,Petrol,4620,Connacht,33600
2022-11-19,Audi,A1,2022,Manual,Petrol,974,Munster,23500
2022-10-06,Audi,Q2,2021,Manual,E,4008,Leinster,25200
2022-10-20,Audi,A3,2021,Automatic,Petrol,11740,Leinster,40200
2022-12-07,Audi,A3,2021,Semi-Auto,Petrol,6827,Leinster,40200
2023-04-23,Audi,A3,2019,Manual,Petrol,6956,Leinster,25900
2023-04-19,Audi,A6,2019,Semi-Auto,Diesel,25638,Leinster,26500
2022-05-02,Audi,Q5,2021,Automatic,Petrol,1400,Leinster,49200
2023-04-14,Audi,A1,2020,Manual,Petrol,7419,Ulster,18800
2022-09-28,Audi,A1,2016,Manual,Petrol,25088,Leinster,15300
2022-07-19,Audi,Q2,2019,Manual,Petrol,3257,Leinster,26600
2022-11-05,Audi,A3,2021,Auto,Electric,8465,Leinster,28500
2022-08-19,Audi,Q3,2018,Manual,Diesel,34800,Connacht,17900
2022-05-05,Audi,A3,2021,Manual,Electric,11760,Leinster,29800
2022-05-15,Audi,Q3,2022,Automatic,Diesel,2126,Leinster,33600
2023-01-08,Audi,A6,2018,Automatic,Diesel,26917,Munster,24600
2022-08-02,Audi,Q3,2021,Manual,Electric,1119,Connacht,38400
2022-07-01,Audi,A3,2018,Manual,Petrol,16510,Munster,20400
2022-11-05,Audi,A4,2015,Manual,D,69628,Munster,10800
2023-04-06,Audi,A5,2015,Automatic,Diesel,62640,Ulster,16100
2023-04-24,Audi,A5,2022,Semi-Auto,Petrol,7716,Ulster,37800
2022-10-04,Audi,A4,2020,Automatic,Petrol,19450,Connacht,28400
2022-11-11,Audi,A1,2019,Manual,Diesel,56700,Leinster,11000
2022-08-04,Audi,A3,2021,Semi-Auto,Petrol,3430,Connacht,33700
2022-07-11,Audi,Q3,2018,Semi-Auto,Petrol,42020,Munster,21000
2022-06-02,Audi,Q3,2017,Manual,Diesel,20236,Munster,20800
2023-03-30,Audi,Q5,2017,Semi-Auto,Diesel,23559,Connacht,24000
2022-05-10,Audi,A3,2019,Manual,Petrol,29473,Munster,25900
2023-02-10,Audi,Q5,2021,Semi-Auto,Petrol,1148,Leinster,38000
2022-05-09,Audi,A4,2018,Manual,Diesel,66000,Leinster,20300
2022-09-19,Audi,A1,2022,Automatic,Petrol,1443,Connacht,39200
2022-10-14,Audi,A4,2019,Semi-Auto,Petrol,30927,Munster,28600
2022-05-13,Audi,Q2,2021,Manual,Petrol,5200,Munster,31800
2022-07-16,Audi,A5,2017,Manual,Diesel,15974,Munster,23400
2023-04-29,Audi,A3,2020,Manual,P,9022,Munster,24500
2022-08-08,Audi,A4,2016,Automatic,Diesel,36328,Connacht,16900
2022-11-15,Audi,A3,2021,Semi-Auto,Petrol,1600,Connacht,44200
2022-06-15,Audi,A3,2021,Manual,Diesel,6500,Munster,32400
2022-07-20,Audi,Q2,2021,Manual,E,7150,Leinster,27600
2022-05-17,Audi,Q5,2021,Semi-Auto,E,7800,Ulster,36600
2023-02-24,Audi,A6,2019,Semi-Auto,Diesel,37144,Connacht,26300
2022-07-16,Audi,A6,2018,Automatic,Diesel,60044,Leinster,18800
2023-01-12,Audi,Q2,2020,Manual,Petrol,10313,Connacht,26200
2022-11-20,Audi,Q5,2017,Automatic,Diesel,44561,Munster,31800
2023-02-13,Audi,Q5,2021,Semi-Auto,Petrol,7367,Connacht,50400
2023-02-04,Audi,A1,2018,Manual,Petrol,36646,Munster,15300
2022-07-09,Audi,Q3,2021,Manual,Petrol,8855,Munster,31200
2023-02-14,Audi,Q3,2018,Semi-Auto,P,13847,Munster,24000
2022-10-09,Audi,A4,2016,Manual,Diesel,48548,Munster,15500
2022-05-29,Audi,A3,2018,Manual,Diesel,20729,Munster,14000
2022-10-15,Audi,Q3,2021,Automatic,Diesel,4398,Munster,36400
2023-02-10,Audi,A3,2017,Manual,Diesel,109880,Leinster,9600
2023-04-25,Audi,A4,2019,Manual,Diesel,-1,Leinster,20100
2022-05-26,Audi,Q5,2021,Semi-Auto,Electric,5990,Connacht,41300
2022-10-21,Audi,A5,2015,Manual,Diesel,44834,Connacht,12000
2022-06-27,Audi,Q2,2019,Manual,Diesel,68798,Ulster,19200
2022-09-20,Audi,A1,2018,Manual,P,25647,Connacht,15100
2022-06-22,Audi,A1,2017,Manual,P,34942,Leinster,13200
2023-03-13,Audi,A1,2022,Automatic,Petrol,6072,Leinster,33500
2023-02-18,Audi,A1,2021,Manual,Petrol,2459,Leinster,26000
2022-08-09,Audi,A5,2021,Semi-Auto,Petrol,1373,Leinster,33600
2023-03-21,Audi,Q2,2020,Semi-Auto,Petrol,16830,Connacht,25100
2022-10-09,Audi,A1,2019,Manual,Petrol,7318,Leinster,16700
2022-07-02,Audi,Q2,2022,Manual,Electric,4800,Munster,36900
2023-03-31,Audi,A5,2018,Automatic,Petrol,29173,Ulster,32500
2023-01-23,Audi,A3,2019,Manual,Petrol,29945,Connacht,16200
2022-07-15,Audi,A6,2018,Automatic,Diesel,22269,Connacht,20200
2023-02-16,Audi,A3,2021,Semi-Auto,Electric,3413,Munster,28700
2022-09-21,Audi,A4,2016,Manual,Diesel,56636,Munster,12300
2022-10-31,Audi,A1,2019,Semi-Auto,D,29900,Connacht,19500
2023-03-01,Audi,Q2,2021,Manual,Electric,5841,Ulster,27000
2023-02-09,Audi,A3,2019,Semi-Auto,Diesel,45347,Munster,26400
2022-05-04,Audi,Q3,2021,Automatic,Electric,6600,Munster,54600
2022-10-18,Audi,A4,2020,Semi-Auto,Diesel,15439,Connacht,35700
2023-01-27,Audi,Q2,2019,Manual,Diesel,46140,Leinster,21400
2023-02-20,Audi,Q3,2018,Manual,Petrol,25705,Leinster,23400
2022-10-13,Audi,A3,2017,Manual,Diesel,22283,Leinster,17500
2022-07-05,Audi,A3,2021,Manual,Petrol,5896,Ulster,34200
2023-02-11,Audi,A4,2020,Manual,Petrol,12088,Ulster,25900
2022-10-28,Audi,A1,2021,Semi-Auto,Petrol,3712,Connacht,26100
2022-06-19,Audi,Q3,2017,Semi-Auto,Diesel,63150,Munster,17600
2022-10-24,Audi,A4,2019,Automatic,Diesel,48453,Munster,32900
2022-12-25,Audi,Q3,2019,Manual,Petrol,20289,Munster,22500
2022-05-23,Audi,A3,2018,Manual,Diesel,19407,Ulster,14800
2023-04-11,Audi,Q2,2021,Manual,Petrol,4320,Connacht,30500
2023-02-15,Audi,A4,2022,Semi-Auto,Electric,988,Leinster,38400
2022-05-23,Audi,A4,2021,Automatic,Electric,2600,Ulster,35400
2022-08-22,Audi,A4,2017,Semi-Auto,Diesel,29228,Connacht,21000
2022-11-23,Audi,Q5,2021,Semi-Auto,Diesel,6237,Leinster,42000
2022-10-22,Audi,Q3,2021,Manual,Petrol,3072,Leinster,36500
2022-12-11,Audi,Q3,2017,Manual,Diesel,51895,Munster,22300
2023-01-23,Audi,Q3,2017,Semi-Auto,Petrol,18578,Munster,24000
2022-10-03,Audi,Q5,2016,Automatic,Diesel,46339,Munster,28000
2022-09-06,Audi,A1,2018,Manual,Petrol,50000,Connacht,11900
2022-05-12,Audi,A3,2021,Automatic,Electric,10061,Leinster,28400
2022-12-27,Audi,A3,2018,Manual,Diesel,34083,Leinster,14900
2023-01-19,Audi,A4,2013,Manual,Diesel,96800,Ulster,8400
2023-03-22,Audi,Q5,2022,Semi-Auto,Electric,5000,Ulster,80600
2022-08-01,Audi,A3,2021,Automatic,Electric,11580,Leinster,24600
2022-09-09,Audi,A4,2021,Auto,Electric,-1,Leinster,33000
2023-04-22,Audi,Q2,2021,Auto,Petrol,11280,Munster,37200
2022-06-04,Audi,A1,2018,Manual,P,15480,Connacht,16200
2023-04-07,Audi,A1,2021,Manual,Petrol,12793,Leinster,26000
2022-12-10,Audi,A3,2021,,Electric,1966,Leinster,33600
2022-12-21,Audi,Q2,2021,Automatic,Electric,4741,Connacht,29900
2023-03-04,Audi,Q5,2019,Semi-Auto,Diesel,60500,Connacht,31800
2023-03-07,Audi,A3,2019,Manual,Diesel,20600,Leinster,18800
2023-03-17,Audi,A5,2021,Automatic,E,4000,Connacht,44200
2022-05-10,Audi,A3,2016,Manual,Petrol,64249,Leinster,16100
2022-07-22,Audi,A6,2018,Semi-Auto,Diesel,60294,Leinster,21000
2022-06-19,Audi,A3,2021,Manual,Diesel,7000,Ulster,27600
2023-01-13,Audi,A1,2018,Manual,Petrol,16680,Leinster,18200
2023-03-25,Audi,A1,2019,Manual,Petrol,7020,Leinster,17500
2022-09-19,Audi,A4,2021,Manual,E,7444,Munster,37100
2022-10-05,Audi,A1,2018,Manual,Diesel,10656,Munster,16100
2022-07-06,Audi,Q3,2018,Manual,Diesel,32096,Connacht,20200
2022-08-19,Audi,A6,2018,Automatic,Diesel,33436,Connacht,22400
2023-03-24,Audi,A1,2019,Manual,Petrol,22680,Ulster,16800
2022-07-12,Audi,A4,2017,Manual,Diesel,36045,Munster,14900
2022-06-18,Audi,A1,2021,Semi-Auto,Petrol,3500,Munster,33500
2022-12-11,Audi,A3,2021,Semi-Auto,Petrol,7898,Connacht,38400
2023-01-08,Audi,Q5,2021,Semi-Auto,Diesel,9565,Connacht,47400
2022-12-12,Audi,A3,2021,Semi-Auto,P,1092,Ulster,37800
2022-09-19,Audi,A6,2020,Semi-Auto,Petrol,32978,Munster,29400
2022-09-20,Audi,A6,2018,Semi-Auto,D,24800,Ulster,21000
2022-10-02,Audi,Q2,2019,Manual,Diesel,22128,Munster,22800
2023-03-04,Audi,A4,2021,Manual,Petrol,6369,Leinster,24700
2022-07-31,Audi,A3,2021,Manual,Electric,3066,Connacht,24000
2022-08-25,Audi,Q5,2021,Automatic,Diesel,1388,Munster,46200
2022-11-26,Audi,A5,2021,Automatic,Diesel,7000,Leinster,40600
2023-01-25,Audi,Q5,2021,Semi-Auto,E,6671,Leinster,51400
2022-11-30,Audi,Q3,2018,Semi-Auto,D,41996,Leinster,22100
2022-07-04,Audi,A1,2019,Manual,Petrol,28188,Munster,17500
2022-05-01,Audi,A3,2012,Manual,Petrol,58320,Connacht,7100
2022-12-10,Audi,Q5,2021,Semi-Auto,Electric,1534,Leinster,40700
2022-10-17,Audi,A1,2017,Manual,D,23244,Munster,13100
2022-11-29,Audi,A4,2018,Manual,Petrol,25282,Connacht,20300
2023-01-24,Audi,A1,2018,Manual,Petrol,15121,Leinster,15600
2023-03-20,Audi,A5,2021,Auto,D,1200,Munster,42000
2022-08-22,Audi,A3,2021,Manual,Electric,1808,Leinster,27900
2023-01-18,Audi,A4,2019,Manual,Diesel,23230,Connacht,22400
2022-07-17,Audi,Q5,2021,Automatic,Petrol,1448,Munster,46800
2022-09-14,Audi,A4,2019,Manual,Diesel,54600,Connacht,20700
2023-02-13,Audi,A3,2018,Semi-Auto,P,17487,Munster,28000
2023-01-12,Audi,A1,2018,Manual,Petrol,27720,Munster,15500
2023-04-01,Audi,A4,2018,Manual,Diesel,-1,Leinster,20200
2023-04-23,Audi,A4,2015,Semi-Auto,Diesel,51000,Munster,16200
2023-04-19,Audi,A4,2017,Manual,Diesel,32419,Leinster,16800
2022-10-08,Audi,A3,2018,Manual,Petrol,33719,Munster,20100
2022-08-19,Audi,Q5,2021,Semi-Auto,Petrol,921,Leinster,44800
2022-08-21,Audi,A3,2018,Semi-Auto,Petrol,43380,Munster,23400
2022-07-26,Audi,A5,2018,Automatic,D,58393,Connacht,21000
2022-08-20,Audi,A4,2015,Manual,Diesel,82591,Munster,12900
2023-04-20,Audi,Q3,2022,Semi-Auto,Petrol,4888,Ulster,40200
2022-08-10,Audi,Q5,2021,Semi-Auto,Petrol,948,Leinster,45500
2023-01-07,Audi,A6,2016,Semi-Auto,Diesel,40267,Ulster,21600
2023-03-09,Audi,A6,2018,Semi-Auto,Diesel,21155,Leinster,24600
2022-11-16,Audi,A1,2021,Manual,Petrol,3150,Leinster,24000
2023-04-13,Audi,A6,2021,Semi-Auto,Electric,6368,Ulster,63000
2023-03-07,Audi,A1,2017,Manual,Diesel,24800,Ulster,10400
2022-12-07,Audi,A5,2021,Manual,Electric,7400,Munster,29400
2022-10-27,Audi,A4,2018,Manual,Diesel,24705,Munster,22200
2022-10-09,Audi,A5,2021,Automatic,Diesel,954,Leinster,46800
2022-09-21,Audi,A3,2018,Manual,Diesel,26116,Connacht,16200
2022-07-30,Audi,Q5,2021,Semi-Auto,Electric,4537,Munster,51800
2022-09-23,Audi,Q3,2019,Semi-Auto,Petrol,7848,Munster,30300
2022-05-06,Audi,A6,2020,Semi-Auto,Diesel,16470,Ulster,33600
2022-10-10,Audi,A3,2018,Manual,Petrol,13509,Connacht,19900
2023-02-10,Audi,A3,2021,Semi-Auto,Electric,8962,Connacht,29100
2023-02-27,Audi,A4,2019,Manual,Diesel,21668,Leinster,27000
2023-01-13,Audi,Q5,2022,Semi-Auto,Electric,3177,Leinster,55900
2022-06-22,Audi,A3,2021,Semi-Auto,Electric,4536,Connacht,31200
2022-08-29,Audi,A3,2018,Manual,Diesel,53600,Connacht,22000
2023-04-12,Audi,Q5,2021,Automatic,Diesel,8999,Connacht,40700
2022-05-29,Audi,A3,2021,Semi-Auto,Petrol,6086,Leinster,40700
2022-12-18,Audi,A4,2018,Manual,Diesel,73468,Ulster,17500
2022-08-10,Audi,A3,2017,Manual,Diesel,54750,Connacht,16800
2022-11-03,Audi,A4,2018,Automatic,Petrol,16844,Munster,21600
2022-07-12,Audi,Q5,2019,Semi-Auto,Diesel,46865,Connacht,28200
